id,instance,anger,disgust,fear,joy,sadness,surprise,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
728,Martins leads Newcastle fightback,4,0,0,29,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
729,PS3 pricey but impressive,0,1,0,44,0,12,0.0,0.403,0.597,0.6652,1.0,1.0,3.0
730,Pluto's revenge: 'Word of the Year' award,4,1,3,49,3,4,0.286,0.42,0.294,0.0258,0.0,0.0,1.0
731,European Space Agency,0,0,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
732,Hackers strike at key Internet servers,38,23,36,0,18,22,0.231,0.769,0.0,-0.128,0.0,1.0,-1.0
733,Hussein co-defendants executed,13,19,23,5,62,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734,Memo from Frankfurt: Germany relives 1970s terror as 2 seek release from jail,35,15,76,0,33,5,0.236,0.764,0.0,-0.5267,-0.1,0.0,-3.0
735,Blissing out in Ojai,0,0,0,63,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
736,"Houston, she's got some problems",0,0,8,0,33,15,0.403,0.597,0.0,-0.4019,0.0,0.0,-2.0
737,Amazon.com has 'best ever' sales,0,0,0,82,0,18,0.0,0.488,0.512,0.6369,1.0,0.3,3.0
738,Hackers attack root servers,53,26,36,0,16,19,0.508,0.492,0.0,-0.4767,0.0,0.0,-1.0
739,Video games can improve your vision,0,0,1,42,0,51,0.0,0.449,0.551,0.5994,0.0,0.0,3.0
740,Internet attacked! (Did anyone notice?),11,17,35,0,7,54,0.451,0.549,0.0,-0.5093,0.0,0.0,-1.0
741,"In Washington, contractors take on biggest role ever",0,1,0,25,0,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0
742,Floods force Malaysia evacuations,5,1,77,0,79,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
743,"On MySpace, girls seek friends, boys flirt",0,20,4,12,1,25,0.0,0.659,0.341,0.4767,0.0,0.0,0.0
744,Tests of drug to block H.I.V. infection are halted over safety,11,2,48,7,39,31,0.197,0.612,0.19,-0.0258,0.0,0.0,-2.0
745,Zoo polar bear to have root canal,0,0,17,10,26,26,0.0,1.0,0.0,0.0,-0.08333333333333333,0.25,0.0
746,Europe take big Royal Trophy lead,0,0,0,55,0,12,0.0,1.0,0.0,0.0,0.0,0.1,1.0
747,Israel to install cameras to show live Mughrabi footage,1,4,8,23,12,17,0.0,1.0,0.0,0.0,0.13636363636363635,0.5,0.0
748,'We lit our last candle yesterday',2,0,10,0,32,0,0.0,1.0,0.0,0.0,0.0,0.06666666666666667,0.0
749,Google buys YouTube for $1.65bn,0,0,0,13,0,43,0.0,1.0,0.0,0.0,0.0,0.0,0.0
750,PSP number one Sony platform in Japan,0,0,0,32,0,15,0.0,0.822,0.178,0.0772,0.0,0.0,0.0
751,England include Giles in WC squad,0,0,0,21,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
752,Beckham 'won't play again for Real',0,7,0,0,29,18,0.289,0.711,0.0,-0.2584,0.2,0.30000000000000004,3.0
753,Eight years for Damilola killers,38,23,29,35,43,3,0.518,0.482,0.0,-0.6486,0.0,0.0,0.0
754,PC World editor slain at California home,14,10,51,0,77,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
755,Hands on 'Doomsday Clock' move forward,12,7,36,17,20,10,0.432,0.568,0.0,-0.5859,0.0,0.0,0.0
756,Zach Braff says he has 'mild depression',0,0,3,0,32,8,0.381,0.619,0.0,-0.5719,0.3333333333333333,0.5,0.0
757,Investigation of child porn site hits 77 nations USA Today,46,58,28,0,47,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0
758,Science panel calls global warming unequivocal,18,0,48,17,45,6,0.0,0.758,0.242,0.1531,0.0,0.0,0.0
759,News Baby pandas! Baby pandas! Baby pandas!,0,0,3,70,2,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0
760,Get ready for the earnings,0,0,0,59,0,0,0.0,0.615,0.385,0.3612,0.2,0.5,0.0
761,Germany agonizes over a brain drain,9,0,17,0,51,2,0.452,0.548,0.0,-0.5106,0.0,0.0,-3.0
762,Iran and Nicaraguan leaders meet,3,2,17,22,10,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
763,Secret hotels in Irish countryside,0,0,2,3,0,43,0.0,1.0,0.0,0.0,-0.2,0.35,0.0
764,Fine wines in British Columbia,0,0,0,19,0,3,0.0,0.69,0.31,0.2023,0.20833333333333334,0.25,2.0
765,Philippine president welcomes Senate approval of anti-terror bill,2,0,10,54,4,3,0.0,0.508,0.492,0.7003,0.0,0.0,0.0
766,"Small jet crashes on takeoff, killing 2",1,0,52,0,94,3,0.468,0.532,0.0,-0.6597,-0.25,0.4,-3.0
767,"Bigger, more aggressive rats infesting UK",4,54,56,0,9,8,0.275,0.725,0.0,-0.2247,0.25,0.5,-4.0
768,Travel+Leisure: Next island hot spot: St. Lucia,0,0,0,57,0,0,0.0,1.0,0.0,0.0,0.125,0.42500000000000004,0.0
769,Real Mallorca rock leaders Sevilla,0,0,0,32,0,0,0.0,1.0,0.0,0.0,0.2,0.30000000000000004,0.0
770,Iran's boast on uranium enrichment is put to test,8,5,62,0,3,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0
771,"Personal health: for teenagers, the car is the danger zone",0,2,47,0,21,27,0.274,0.726,0.0,-0.5267,0.0,0.3,-2.0
772,Bird watchers flock to see rare owl,0,0,0,49,0,37,0.0,1.0,0.0,0.0,0.3,0.9,0.0
773,Eye on cosmos is lost to short circuit on hubble,2,0,4,1,59,8,0.204,0.796,0.0,-0.3182,0.0,0.3,-3.0
774,Too young for this: facing cancer under 40,19,0,39,0,80,22,0.386,0.614,0.0,-0.6597,0.1,0.4,-1.0
775,Unilever group names new chairman,0,0,2,29,0,6,0.0,1.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0
776,Minister slams airlines on carbon,31,5,6,0,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
777,Rare optimism as North Korea talks reach crossroads,2,3,5,52,29,4,0.0,0.566,0.434,0.5574,0.3,0.9,3.0
778,Man beheaded in southern Thailand,4,23,47,0,88,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0
779,China's 'nightmare scenario',0,0,65,0,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
780,Annual diving contest in South Korea proves a chilly challenge,0,0,10,2,0,17,0.0,0.729,0.271,0.1531,-0.15,0.45,-1.0
781,Blair says he regrets delays in British soldier's inquest,3,5,1,10,47,0,0.238,0.762,0.0,-0.3612,-0.05,0.1,-2.0
782,Iraqi forces detain official suspected in Shia conspiracy,38,3,39,31,2,7,0.618,0.382,0.0,-0.7964,0.0,0.0,-6.0
783,Wellcome awards anti-fat research,2,2,2,49,0,13,0.0,0.5,0.5,0.4588,0.0,0.0,2.0
784,Fingers crossed for North Korea,1,1,8,13,6,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,"No intention of war with Iran, US says",4,3,9,30,1,7,0.504,0.496,0.0,-0.7269,0.0,0.0,-3.0
786,What Newsom faces in aftermath of scandal,10,13,20,0,10,2,0.326,0.674,0.0,-0.4404,0.0,0.0,-3.0
787,Maggie Gyllenhaal's Globes babysitter: Mom,0,0,0,33,0,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
788,"As inflation soars, Zimbabwe economy plunges",8,7,12,0,58,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
789,Pledge: I was abused in frat hazing,22,48,27,0,34,0,0.398,0.602,0.0,-0.5106,0.0,0.0,-3.0
790,Experts: Fear likely shackled boy,0,0,57,0,26,13,0.444,0.556,0.0,-0.4939,0.0,1.0,-2.0
791,What's behind the chopper crashes in Iraq,9,0,51,0,38,8,0.0,1.0,0.0,0.0,-0.4,0.7,0.0
792,"Freed Muslim terror suspect says Britain is ""police state""",17,21,61,0,12,0,0.392,0.42,0.189,-0.4404,0.0,0.0,-4.0
793,Blair apologises over friendly fire inquest,6,1,12,12,43,4,0.231,0.288,0.481,0.3818,0.375,0.5,-1.0
794,Depp 'to make Litvinenko movie',0,1,3,36,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
795,Why gas follows oil up but not down,7,7,5,0,6,32,0.0,1.0,0.0,0.0,0.07777777777777779,0.2888888888888889,0.0
796,"'Cravings' still there, sez Tara",0,0,0,17,8,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
797,Bill would strip convicted legislators of pensions,26,4,4,2,27,6,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
798,Bears watch as lead slips away,0,4,0,0,36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,"In clue to addiction, brain injury halts smoking",0,0,11,4,15,47,0.286,0.714,0.0,-0.4215,0.0,0.0,-2.0
800,"In rigorous test, talk therapy works for panic disorder",0,0,26,55,4,34,0.574,0.426,0.0,-0.7964,0.0,0.0,-2.0
801,Rice: U.S. won't pull plug on Iraq,8,3,0,16,7,4,0.0,1.0,0.0,0.0,0.0,0.0,3.0
802,"On road to Kosovo independence, a warning: go slow",9,0,32,2,9,1,0.255,0.745,0.0,-0.34,-0.30000000000000004,0.39999999999999997,-3.0
803,Mistrial for officer who refused to go to Iraq,21,4,13,9,27,6,0.216,0.784,0.0,-0.296,0.0,0.0,-2.0
804,Rebels to join Nepal parliament,24,0,15,20,0,38,0.257,0.429,0.314,0.1027,0.0,0.0,-1.0
805,"EMI warns on profits, boss goes",5,2,20,0,17,6,0.169,0.482,0.349,0.3612,0.0,0.0,0.0
806,Subway collapse caught on camera,0,0,48,0,54,23,0.444,0.556,0.0,-0.4939,0.0,0.0,-2.0
807,Stinky but true: men's sweat is made for love,0,18,2,22,0,57,0.101,0.348,0.551,0.8674,0.425,0.625,3.0
808,"POLITICS-US: reprieve for officer who denounced ""Immoral War""",12,14,13,31,28,13,0.535,0.465,0.0,-0.7845,0.0,0.0,-2.0
809,Hunters stalk world's tallest trees,14,0,10,14,30,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0
810,Fuel spill may lead to missing jet,4,0,47,7,34,12,0.268,0.732,0.0,-0.296,-0.2,0.05,-2.0
811,"Sri Lanka floods displace 60,000",14,0,39,0,80,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
812,"Justin Timberlake, Cameron Diaz announce split",0,0,12,0,76,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0
813,Iran to hit US interests if attacked,42,3,54,0,22,7,0.3,0.5,0.2,-0.25,0.0,0.0,0.0
814,Israel says hopes to keep Lebanon border calm,10,4,20,39,4,15,0.0,0.541,0.459,0.6249,0.30000000000000004,0.75,4.0
816,Two Palestinians killed near fence,20,7,38,0,87,3,0.529,0.471,0.0,-0.6705,-0.05,0.2,-3.0
818,"A star dies, a family feud is born",12,20,15,18,62,4,0.324,0.676,0.0,-0.34,0.0,0.0,0.0
819,"Carter was a disaster, said Ford",40,25,0,0,36,19,0.506,0.494,0.0,-0.6249,0.0,0.0,-2.0
820,Super Bowl MVP Manning insists he's one of the guys,0,0,0,9,0,6,0.0,0.698,0.302,0.5994,0.3333333333333333,0.6666666666666666,3.0
821,Personal health: the importance of knowing what the doctor is talking about,0,0,14,0,9,6,0.0,0.815,0.185,0.3612,0.0,0.3,2.0
822,Israel's Peretz urges halt to contentious Jerusalem construction,34,7,19,0,24,16,0.239,0.761,0.0,-0.296,0.0,0.0,-2.0
823,Peter Jackson will never work for me again,38,22,0,0,31,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0
824,U.S. keeps Iran options open,11,8,19,28,4,9,0.0,1.0,0.0,0.0,0.0,0.5,0.0
825,European shares hit fresh highs,0,0,5,59,0,15,0.0,0.4,0.6,0.5423,0.15,0.25,2.0
827,Looking beyond the iPhone,0,0,4,11,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
828,Freed kidnap suspect: my terror at police raid,28,0,78,8,17,15,0.421,0.376,0.203,-0.4404,0.0,0.0,-6.0
829,"Far away, Super Bowl's losers will be champs",0,0,0,56,15,3,0.225,0.331,0.444,0.5106,0.07777777777777778,0.6222222222222221,3.0
830,Woman dies after water binge,9,3,21,0,92,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
831,Mancuso sparks U.S. celebrations,0,0,0,72,0,17,0.0,1.0,0.0,0.0,0.0,0.0,3.0
832,ASEAN urges North Korea resolution,5,0,17,13,0,9,0.0,1.0,0.0,0.0,0.0,0.0,2.0
833,Late penalty costs Roma the points,2,0,7,0,27,12,0.375,0.625,0.0,-0.4588,-0.3,0.6,-2.0
834,Mistrial declared in teacher-student rape case,34,46,15,0,47,33,0.485,0.515,0.0,-0.6908,0.0,0.0,-4.0
835,'Bookworm Adventures' wordsmith's joy,0,0,0,76,0,5,0.0,0.244,0.756,0.7351,0.8,0.2,5.0
836,Kylie's love split,3,0,6,5,56,3,0.0,0.323,0.677,0.6369,0.5,0.6,3.0
837,iPod good for video games,0,0,0,37,0,18,0.0,0.58,0.42,0.4404,0.7,0.6000000000000001,3.0
838,Review: virtual 'American Idol' hits right notes,0,0,0,38,0,17,0.0,1.0,0.0,0.0,0.14285714285714285,0.26785714285714285,0.0
839,Leo battles himself,0,0,6,27,4,19,0.565,0.435,0.0,-0.3818,0.0,0.0,-1.0
840,Attorneys point fingers in fight between Ryan O'Neal and son,46,15,24,0,27,4,0.224,0.776,0.0,-0.3818,0.0,0.0,-1.0
841,John Grisham set for court drama,14,5,21,0,18,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0
842,"Bill Gates and Craig Mundie: vista is Secure, employees are not",8,0,9,0,9,22,0.0,0.806,0.194,0.34,0.4,0.6,2.0
843,Iraqis fault delayed U.S. plan in attack,34,19,29,2,17,24,0.658,0.342,0.0,-0.7717,0.0,0.0,-2.0
844,Boy Scouts blamed for starting wildfire,30,7,40,0,17,18,0.383,0.617,0.0,-0.4767,0.0,0.1,-2.0
845,China urges UN action on N Korea,26,3,31,0,0,12,0.0,1.0,0.0,0.0,0.1,0.1,0.0
846,"Scorpion on a plane, a pantful of pain",6,2,49,0,13,14,0.398,0.602,0.0,-0.5106,0.0,0.0,-2.0
848,Mbeki on the big visit from the Chinese,0,0,3,18,0,19,0.0,1.0,0.0,0.0,0.0,0.05,1.0
849,French right nominates Sarkozy,0,0,13,25,5,7,0.0,1.0,0.0,0.0,0.14285714285714285,0.26785714285714285,0.0
850,"Israeli, Lebanese clash on border",38,10,49,0,26,4,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
851,North Korea claims nuclear test,29,3,63,0,19,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,Talks begin on Somalia peacekeepers,7,1,12,57,12,14,0.0,0.606,0.394,0.3818,0.0,0.0,0.0
853,Action games improve eyesight,0,0,0,33,0,47,0.0,0.508,0.492,0.4404,0.1,0.1,2.0
854,"A small part of the brain, and its profound effects",0,0,12,1,6,24,0.0,1.0,0.0,0.0,-0.08333333333333334,0.7,0.0
855,IDF shells Lebanese Army positions across northern border,17,11,53,0,23,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,Thailand: missing 25 years after taking wrong bus,5,0,11,0,48,40,0.469,0.531,0.0,-0.6486,-0.35,0.47500000000000003,-4.0
857,Ballerina sparks anti-fascist row,34,17,31,17,16,24,0.0,1.0,0.0,0.0,0.0,0.0,-3.0
858,Internet boom in China is built on virtual fun,0,0,4,63,0,32,0.0,0.708,0.292,0.5106,0.3,0.2,4.0
859,Review: PS3 pricey but impressive,0,0,0,41,5,9,0.0,0.473,0.527,0.6652,1.0,1.0,3.0
860,Machinery orders drive Asia upward,0,0,0,52,0,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
861,'Lost's' Fox: 'I'm a liar and a cheat',20,47,14,0,18,22,0.612,0.388,0.0,-0.743,0.0,0.0,-9.0
862,Russia to strengthen its military muscle,8,0,60,8,14,14,0.0,0.685,0.315,0.3182,-0.1,0.1,2.0
863,"At Libby trial, Russert of NBC gives and gets",0,0,12,0,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
864,North Korea ready to discuss first steps to nuclear resolution,3,1,38,47,2,14,0.0,0.783,0.217,0.3612,0.225,0.41666666666666663,2.0
865,Victim: Gunman bought drink after shooting,18,26,26,0,30,46,0.296,0.704,0.0,-0.2732,-0.07500000000000001,0.05,-3.0
866,Ferrer victorious in Spanish duel,2,0,15,70,1,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
867,UK workers on alert for letter bombs,6,4,92,0,18,17,0.0,0.732,0.268,0.296,0.0,0.0,-1.0
868,Did NASA accidentally kill life on Mars?,22,17,14,0,38,62,0.587,0.413,0.0,-0.7964,0.0,0.0,-5.0
869,"New vaccine for cervical cancer could prove useful in men, too",0,0,21,49,17,31,0.27,0.552,0.178,-0.3612,0.21818181818181817,0.22727272727272727,1.0
870,Search on for victims of subway collapse,3,0,31,3,88,1,0.524,0.476,0.0,-0.6705,0.0,0.0,-5.0
871,Human error caused Helios crash,15,4,28,0,74,0,0.643,0.357,0.0,-0.6597,0.0,0.1,-4.0
872,US to prod NATO allies for more troops to defeat Taliban,20,15,47,0,21,0,0.246,0.754,0.0,-0.5046,0.5,0.5,-2.0
873,Microsoft supports OpenID authentication standard,0,0,0,22,0,6,0.0,0.615,0.385,0.3612,0.0,0.0,2.0
874,No buyer in sight for Napster,0,0,7,0,25,2,0.306,0.694,0.0,-0.296,0.0,0.0,-1.0
875,"Briefly: preloaded iPods, Wal-Mart movies, Apple stores",0,0,0,9,0,2,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
876,China says rich countries should take lead on global warming,12,14,10,10,20,3,0.0,0.606,0.394,0.6369,0.1875,0.375,2.0
877,North Korea may begin to dismantle nukes,2,0,29,52,2,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
878,Tracking down hi-tech crime,2,12,26,38,13,7,0.538,0.462,0.0,-0.5423,-0.15555555555555559,0.2888888888888889,-3.0
879,Barack Obama formally announces bid for president,0,2,0,21,10,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
880,Kidnappers seize two in Nigeria,28,17,68,0,38,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0
881,"Indonesia may sell, not give, bird flu virus to scientists",17,20,35,0,29,23,0.0,0.805,0.195,0.2924,0.0,0.0,-2.0
882,"Attack video saddens ""friendly fire"" widow",13,11,16,0,80,0,0.618,0.147,0.235,-0.6369,0.375,0.5,-1.0
883,Europe retain trophy with big win,0,0,0,75,0,11,0.0,0.568,0.432,0.5859,0.4,0.25,5.0
884,Cutting edge accessories for digital music players,0,0,0,37,0,17,0.2,0.8,0.0,-0.128,-0.3,0.45,-1.0
885,Ice storm descends on central U.S.,3,0,58,10,13,7,0.0,1.0,0.0,0.0,0.0,0.25,0.0
887,"Indonesia flood forces 340,000 from homes",2,0,37,0,89,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
888,Iraqi health minister seized in raid,24,9,30,15,37,38,0.0,1.0,0.0,0.0,0.0,0.0,0.0
889,Ice storm brings chaos in U.S.,6,2,57,0,35,14,0.425,0.575,0.0,-0.5719,0.0,0.0,-2.0
890,Stinky flower mystery solved,0,5,0,39,1,19,0.379,0.303,0.318,-0.1027,0.0,0.0,-1.0
891,Congressman rebukes U.S. allies for lack of support in Afghanistan,61,15,4,0,23,0,0.177,0.615,0.208,0.1027,0.0,0.0,0.0
892,Roddick overcomes Federer in final,0,0,0,29,0,23,0.0,1.0,0.0,0.0,0.0,1.0,0.0
894,Donald and Goydos share Sony lead,0,0,0,32,0,5,0.0,0.694,0.306,0.296,0.0,0.0,1.0
895,U.S. and Iraqis are wrangling over war plans,32,0,56,0,25,17,0.358,0.642,0.0,-0.5994,0.0,0.0,-2.0
896,Sea search for missing Microsoft scientist,0,0,29,0,48,16,0.306,0.694,0.0,-0.296,-0.2,0.05,-2.0
897,Iran to Hit US Interests if Attacked,30,7,60,0,17,3,0.3,0.5,0.2,-0.25,0.0,0.0,0.0
898,Blair: Terror battle will be long,22,0,62,0,34,0,0.6,0.4,0.0,-0.7184,-0.05,0.4,-4.0
899,Bear cub returned to the wilderness,0,0,3,54,0,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
900,Carrefour sales growth falls short,0,0,7,0,26,10,0.0,0.606,0.394,0.3818,0.0,0.3,2.0
901,"Allied with democrats, Lieberman easily aligns with Republicans",5,16,0,0,17,26,0.0,0.745,0.255,0.34,0.43333333333333335,0.8333333333333334,0.0
902,"In the Rockies, pines die and bears feel it",12,5,22,0,45,16,0.328,0.672,0.0,-0.5994,0.0,0.0,-3.0
903,Iran to strike US interests if attacked,38,7,47,0,22,4,0.429,0.381,0.19,-0.3612,0.0,0.0,-1.0
904,"Nipple covers, other star secrets",7,29,0,2,0,21,0.0,1.0,0.0,0.0,-0.125,0.375,0.0
905,Apple: no iTunes for you if you have Vista!,8,5,0,0,10,37,0.238,0.762,0.0,-0.3595,0.0,0.0,-1.0
906,Smokestacks in a white wilderness divide Iceland,0,0,9,0,34,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,That'll cost ya,34,0,16,0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
908,Botched hangings in Iraq speed sectarianism,29,10,50,4,38,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
909,Male sweat raises female hormones,0,14,0,21,0,58,0.0,1.0,0.0,0.0,0.0,0.13333333333333333,0.0
910,7 GOP senators to force debate on troops in Iraq,11,4,8,27,11,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,Bangladesh ends curfew amid unrest,19,0,38,43,19,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0
912,Italy's dispute with US over Iraq shooting,65,7,13,0,16,19,0.31,0.69,0.0,-0.4019,0.0,0.0,-2.0
913,Here come the Globes!,0,0,0,59,0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0
914,Snow causes transport chaos in Britain,5,1,35,0,41,3,0.425,0.575,0.0,-0.5719,0.0,0.0,-2.0
916,"Second opinion: girl or boy? as fertility technology advances, so does an ethical debate",9,15,15,5,14,28,0.0,0.785,0.215,0.552,0.1,0.3,2.0
917,Heavy snow causes travel chaos and shuts schools,4,0,44,9,39,19,0.346,0.654,0.0,-0.5719,-0.2,0.5,-2.0
918,Barbaro's legacy: saving other horses,0,0,6,30,22,11,0.0,1.0,0.0,0.0,-0.125,0.375,0.0
919,Luxury digs in South Carolina's Lowcountry,0,0,0,28,0,10,0.0,1.0,0.0,0.0,0.0,0.0,2.0
920,Dozens killed in Baghdad bombing,17,2,67,0,92,15,0.529,0.471,0.0,-0.6705,-0.2,0.0,-3.0
921,Ice storms kill 21 across nation,8,0,54,0,93,16,0.485,0.515,0.0,-0.6908,0.0,0.0,-3.0
922,De Villiers takes over Dakar lead,1,0,0,42,0,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0
923,Vietnam becomes WTO's 150th member,4,4,0,47,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
924,South African trio share advantage,0,0,0,39,0,8,0.0,0.417,0.583,0.4939,0.0,0.0,3.0
925,Observatory: poison begets poison,10,9,27,0,26,17,0.778,0.222,0.0,-0.7906,0.0,0.0,-4.0
926,Action intensity boosts vision,0,0,0,41,0,39,0.0,0.317,0.683,0.5106,0.1,0.1,2.0
927,Why the smell of a man's armpit is a turn-on,0,31,0,16,0,52,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,Nokia 5300 Xpress Music,0,0,0,22,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
929,"Dell to cut bonuses, trim management",0,0,12,0,41,13,0.216,0.412,0.371,0.3612,0.0,0.0,-1.0
930,"Second drop in cancer deaths could point to a trend, researchers say",0,0,9,35,5,36,0.419,0.581,0.0,-0.7579,0.0,0.0,-4.0
931,TV game shows go interactive,0,0,0,33,0,6,0.0,1.0,0.0,0.0,-0.4,0.4,0.0
932,Boy missing since 2002 found alive,0,0,10,82,17,22,0.25,0.455,0.295,0.1027,-0.05,0.225,-1.0
933,"US, North Korea signed nuclear memo",0,0,28,42,0,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
934,Russia honors Sputnik designer,0,0,0,66,0,12,0.0,0.476,0.524,0.5106,0.0,0.0,0.0
935,"In Kenya's capital, a sense that danger is ever stronger",0,0,66,0,29,20,0.262,0.538,0.2,-0.2023,0.0,0.0,0.0
936,"Bill, thanks for the RSA memories... and laughs",0,0,0,44,4,4,0.0,0.496,0.504,0.7269,0.2,0.2,3.0
938,MySpace welcomes French friends,0,0,3,50,0,2,0.0,0.256,0.744,0.7003,0.0,0.0,2.0
939,Airlines: UK airport runway unsafe,6,2,68,0,16,16,0.0,1.0,0.0,0.0,0.0,0.0,-2.0
940,The amounts you have to pay for a bomb scare,15,24,75,0,22,6,0.565,0.435,0.0,-0.7783,0.0,0.0,-4.0
941,"In Egypt, Rice speaks softly",0,0,10,11,0,9,0.0,1.0,0.0,0.0,0.1,0.35,0.0
942,"Weekly Nielsen Yvonne De Carlo, 'Munsters' star, dead",9,0,16,0,74,14,0.381,0.619,0.0,-0.6486,-0.2,0.4,-3.0
943,Senate votes to revoke pensions,13,0,18,0,35,14,0.0,1.0,0.0,0.0,0.0,0.0,0.0
945,Software giant SAP misses target,0,0,10,0,45,16,0.322,0.678,0.0,-0.2263,0.0,1.0,0.0
946,Vital signs: mental abilities: folic acid may improve thinking skills,0,0,0,40,0,43,0.0,0.496,0.504,0.7269,0.0,0.30000000000000004,4.0
947,De Villiers stretches overall lead,0,0,0,38,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
948,Families celebrate return of sons,0,0,2,84,6,14,0.0,0.519,0.481,0.5719,0.0,0.0,3.0
949,China detains 2 after body parts found in mail,6,53,72,15,21,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0
950,North Korea ready to discuss nuke disarmament,5,0,21,42,6,17,0.0,0.706,0.294,0.3612,0.2,0.5,0.0
952,Nadal wants Australian Open crown,0,0,0,21,0,0,0.0,1.0,0.0,0.0,0.06666666666666667,0.19999999999999998,0.0
953,Beijing journal: Olympic construction unearths ancient treasure trove,0,0,0,47,0,34,0.0,0.761,0.239,0.296,0.0,0.0,2.0
954,"Chinese president arrives in Mozambique, African tour nearly over",0,0,4,33,5,16,0.0,1.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0
955,Reclusive 'Mockingbird' author attends show,0,0,0,18,0,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0
956,"Asia near pact on energy, security",0,0,3,36,0,7,0.0,0.471,0.529,0.5423,0.1,0.4,0.0
957,Philippine anti-terror law delayed until June,17,0,32,0,32,13,0.275,0.725,0.0,-0.2263,0.0,0.0,-5.0
958,Ex-suspect slams anti-terror laws,44,15,19,15,18,20,0.0,1.0,0.0,0.0,0.0,0.0,-5.0
959,Study detects a gene linked to Alzheimer's,0,0,18,40,23,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0
960,Panda cub makes her debut,0,0,0,59,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
961,Harris haul puts South Africa on top,0,0,0,61,0,10,0.0,0.769,0.231,0.2023,0.5,0.5,2.0
962,Weight-loss drug to be sold over the counter,0,0,7,33,7,16,0.0,1.0,0.0,0.0,0.0,0.0,-3.0
963,Beckham outlines reasons for move,0,0,0,12,2,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
964,Study finds gritty air raises heart disease risk in older women,0,0,30,3,23,35,0.174,0.826,0.0,-0.2732,0.08333333333333333,0.5416666666666666,-3.0
965,"Venezuela, Iran fight U.S. dominance",60,12,24,16,17,5,0.351,0.405,0.243,-0.2023,0.0,0.0,-1.0
